证券代码,证券名称,"区间成交均价
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    元","区间涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    %","区间日均涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    %","区间换手率
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","区间日均换手率
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","区间成交量
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间日均成交量
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间成交额
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间日均成交额
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间振幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","相对大盘区间涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[大盘指数选项]    上证指数
[复权方式]    不复权
[单位]    %"
838163.BJ,方大新材,10.0165,168.1898,0.4700,289.1766,1.1949,176057486.0000,727510.2727,1763476983.8100,7287094.9744,0.0000,180.2457
838171.BJ,邦德股份,13.9536,6.2775,0.1580,552.0803,2.2813,286532449.0000,1184018.3843,3998158937.5000,16521317.9236,0.0000,18.3334
838227.BJ,美登科技,25.9593,7.7717,0.1516,1228.7072,5.0773,129477156.0000,535029.5702,3361135480.2200,13888989.5877,0.0000,19.8276
838262.BJ,太湖雪,15.2102,14.8961,0.1709,1551.5221,6.4112,240438263.0000,993546.5413,3657119645.6500,15112064.6514,0.0000,26.9519
838275.BJ,驱动力,4.0626,8.2237,0.1088,472.0109,1.9505,425283830.0000,1757371.1983,1727746779.6700,7139449.5028,0.0000,20.2796
838402.BJ,硅烷科技,12.6178,-43.2241,-0.0800,267.4446,1.1051,769587070.0000,3180111.8595,9710476791.4000,40125937.1545,0.0000,-31.1682
838670.BJ,恒进感应,10.6057,16.4865,0.2308,1175.3817,4.8569,775786019.0000,3205727.3512,8227724371.1300,33998861.0377,0.0000,28.5424
838701.BJ,豪声电子,12.9007,68.0851,0.3796,3269.6742,13.5111,690544493.0000,2853489.6405,8908505638.6600,36812006.7713,0.0000,80.1410
838810.BJ,春光药装,8.5929,-22.2667,-0.0349,804.9788,3.3264,208445143.0000,861343.5661,1791153087.4900,7401459.0392,0.0000,-10.2108
838837.BJ,华原股份,7.4451,22.9314,0.2355,1450.4201,5.9935,656336759.0000,2712135.3678,4886519650.8300,20192229.9621,0.0000,34.9873
838924.BJ,广脉科技,10.8163,25.8706,0.3293,826.9521,3.4172,415719191.0000,1717847.8967,4496540512.9600,18580745.9213,0.0000,37.9265
838971.BJ,天马新材,11.9608,15.5128,0.1969,1540.7088,6.3666,553441682.0000,2286949.0992,6619622867.4900,27353813.5020,0.0000,27.5687
839167.BJ,同享科技,19.6248,22.0713,0.2054,1080.3468,4.4642,703618787.0000,2907515.6488,13808390022.4100,57059462.9025,0.0000,34.1272
839273.BJ,一致魔芋,12.9784,1.7000,0.0928,532.4100,2.2000,140698893.0000,581400.3843,1826052999.8200,7545673.5530,0.0000,13.7559
839371.BJ,欧福蛋业,5.1095,19.1011,0.1652,1301.9556,5.3800,692834546.0000,2862952.6694,3540042995.6100,14628276.8414,0.0000,31.1570
839493.BJ,并行科技,54.6572,31.9655,0.3301,1187.9200,6.2522,297606195.0000,1566348.3947,16266331586.9100,85612271.5101,0.0000,-7.7009
839680.BJ,广道数字,19.3810,-17.2566,0.0210,1056.2572,4.3647,492983581.0000,2037122.2355,9554530158.3600,39481529.5800,0.0000,-5.2008
839719.BJ,宁新新材,12.2055,-39.8162,-0.1600,580.2759,2.3978,349719105.0000,1445120.2686,4268488358.3300,17638381.6460,0.0000,-27.7604
839725.BJ,惠丰钻石,15.0332,-35.4007,-0.1004,653.6340,2.7010,268815651.0000,1110808.4752,4041169390.9600,16699047.0701,0.0000,-23.3448
839729.BJ,永顺生物,7.4435,-26.3006,-0.0747,287.2990,1.1872,230541855.0000,952652.2934,1716031860.4200,7091040.7455,0.0000,-14.2447
839790.BJ,联迪信息,9.5666,41.6667,0.3105,1719.3424,7.1047,652934910.0000,2698078.1405,6246342904.7200,25811334.3170,0.0000,53.7225
839792.BJ,东和新材,7.0402,-1.7391,0.0385,422.8765,1.7474,229128577.0000,946812.3017,1613105270.5000,6665724.2583,0.0000,10.3167
839946.BJ,华阳变速,5.4748,93.4615,0.5261,1602.2894,6.6210,1592545323.0000,6580765.7975,8718907817.6400,36028544.7010,0.0000,105.5174
870199.BJ,倍益康,17.7881,-12.0961,0.0594,1803.9899,7.4545,315704032.0000,1304562.1157,5615784615.1300,23205721.5501,0.0000,-0.0402
870204.BJ,沪江材料,11.5835,0.1414,0.2564,1433.2060,5.9223,570428454.0000,2357142.3719,6607563896.4300,27303983.0431,0.0000,12.1973
870299.BJ,灿能电力,7.4668,56.6586,0.3326,2268.0172,9.3720,635980678.0000,2628019.3306,4748752441.7400,19622943.9741,0.0000,68.7145
870357.BJ,雅葆轩,17.4038,64.9398,0.4136,3028.9307,12.5162,737784828.0000,3048697.6364,12840254530.9700,53058903.0205,0.0000,76.9956
870436.BJ,大地电气,9.5342,17.0248,0.2019,723.1088,2.9881,323083204.0000,1335054.5620,3080329727.6700,12728635.2383,0.0000,29.0807
870508.BJ,丰安股份,10.0789,5.5108,0.1136,835.3062,3.4517,218152408.0000,901456.2314,2198729356.0000,9085658.4959,0.0000,17.5666
870656.BJ,海昇药业,16.1304,-32.0603,-0.2294,598.2171,4.8243,97992485.0000,790261.9758,1580660227.2600,12747259.8973,0.0000,-36.8967
870726.BJ,鸿智科技,16.8951,-8.9151,0.3037,2970.0285,12.2728,333495334.0000,1378079.8926,5634424791.8700,23282747.0738,0.0000,3.1408
870866.BJ,绿亨科技,6.8260,-11.4923,-0.0042,551.9751,2.2809,326105682.0000,1347544.1405,2225994059.5100,9198322.5600,0.0000,0.5636
870976.BJ,视声智能,13.7902,-14.1748,0.2477,2160.7247,9.5186,367901388.0000,1620710.9604,5073431192.6300,22349917.1482,0.0000,-21.7976
871245.BJ,威博液压,11.6992,19.0751,0.1547,526.8499,2.1771,124148097.0000,513008.6653,1452435567.0100,6001799.8637,0.0000,31.1310
871263.BJ,莱赛激光,15.1274,52.6099,0.9108,1615.4808,10.8422,318191616.0000,2135514.2013,4813414386.5500,32304794.5406,0.0000,-40.7863
871396.BJ,常辅股份,12.8244,44.9541,0.2996,465.2141,1.9224,188198323.0000,777679.0207,2413529970.8600,9973264.3424,0.0000,57.0100
871478.BJ,巨能股份,17.3392,-32.0250,-0.0090,2778.5183,11.4815,620537841.0000,2564205.9545,10759644660.4800,44461341.5722,0.0000,-19.9692
871553.BJ,凯腾精工,4.7206,33.2288,0.2629,528.1200,2.1823,487137830.0000,2012966.2397,2299571335.4200,9502360.8902,0.0000,45.2847
871634.BJ,新威凌,12.2736,41.1846,0.3204,2657.3430,10.9808,476096310.0000,1967340.1240,5843422265.8900,24146372.9995,0.0000,53.2404
871642.BJ,通易航天,9.9617,-1.9310,0.1178,1471.0672,6.0788,806367837.0000,3332098.5000,8032825241.2500,33193492.7324,0.0000,10.1248
871694.BJ,中裕科技,15.8501,-33.7778,-0.0815,628.7876,2.5983,154938858.0000,640243.2149,2455799977.0700,10147933.7895,0.0000,-21.7219
871753.BJ,天纺标,26.8851,250.6207,0.7829,4066.0223,16.8017,902667078.0000,3730029.2479,24268252812.6600,100282036.4160,0.0000,262.6766
871857.BJ,泓禧科技,13.9142,25.6068,0.2132,467.4119,1.9315,345918246.0000,1429414.2397,4813177812.9500,19889164.5163,0.0000,37.6627
871970.BJ,大禹生物,6.0984,45.7064,0.2399,693.5443,2.8659,379436174.0000,1567918.0744,2313936271.8500,9561720.1316,0.0000,57.7622
871981.BJ,晶赛科技,14.8736,-17.2517,0.0295,882.2057,3.6455,327664394.0000,1353985.0992,4873548772.1400,20138631.2898,0.0000,-5.1958
872190.BJ,雷神科技,19.2352,27.3346,0.2323,1898.7361,7.8460,997631359.0000,4122443.6322,19189656223.4300,79296100.0968,0.0000,39.3905
872351.BJ,华光源海,8.0977,6.1372,0.1373,1742.3260,7.1997,638587149.0000,2638789.8719,5171106951.6600,21368210.5441,0.0000,18.1931
872374.BJ,云里物里,11.4701,22.5564,0.1872,1089.2246,4.5009,329971887.0000,1363520.1942,3784804821.5400,15639689.3452,0.0000,34.6123
872392.BJ,佳合科技,11.1139,54.0931,0.3018,954.2416,3.9431,144399660.0000,596692.8099,1604841326.7500,6631575.7304,0.0000,66.1490
872541.BJ,铁大科技,6.4180,65.4545,0.3992,1665.3601,6.8817,1053433053.0000,4353029.1446,6760972640.9600,27937903.4750,0.0000,77.5104
872808.BJ,曙光数创,42.6320,-33.5805,-0.0605,549.6886,2.2714,656566835.0000,2713086.0950,27990773393.7900,115664352.8669,0.0000,-21.5246
872895.BJ,花溪科技,11.3351,26.5993,0.2789,2145.2475,8.8647,389592583.0000,1609886.7066,4416062306.8300,18248191.3505,0.0000,38.6552
872925.BJ,锦好医疗,11.5883,16.5909,0.1211,444.1947,1.8355,245617705.0000,1014949.1942,2846299959.7700,11761570.0817,0.0000,28.6468
872931.BJ,无锡鼎邦,8.8307,20.0000,0.4532,1108.0033,12.8838,263436645.0000,3063216.8023,2326326083.6000,27050303.2977,0.0000,-20.9920
872953.BJ,国子软件,14.9746,14.7619,0.2578,2664.0364,11.3848,595012432.0000,2542788.1709,8910061161.4000,38077184.4504,0.0000,-25.6582
873001.BJ,纬达光电,10.9702,16.8693,0.2036,2259.2722,9.3358,870993378.0000,3599146.1901,9555012760.6800,39483523.8045,0.0000,28.9252
873122.BJ,中纺标,41.8165,208.2038,0.7331,4111.0966,16.9880,594882522.0000,2458192.2397,24875877171.7100,102792880.8748,0.0000,220.2597
873132.BJ,泰鹏智能,17.0441,-13.1818,0.4219,2439.7730,13.6300,308995800.0000,1726233.5196,5266556058.4000,29422100.8849,0.0000,-50.1568
873152.BJ,天宏锂电,9.5364,0.4335,0.1198,2275.1552,9.4015,914531376.0000,3779055.2727,8721350405.2600,36038638.0383,0.0000,12.4894
873167.BJ,新赣江,13.6632,38.9195,0.2880,2046.6835,8.4574,401916005.0000,1660809.9380,5491451288.9600,22691947.4750,0.0000,50.9754
873169.BJ,七丰精工,7.9390,45.1128,0.3060,1322.8767,5.4664,651448492.0000,2691935.9174,5171877286.9700,21371393.7478,0.0000,57.1687
873223.BJ,荣亿精密,4.4861,53.4722,0.3627,1317.0381,5.4423,1055787109.0000,4362756.6488,4736399549.2300,19571898.9638,0.0000,65.5281
873305.BJ,九菱科技,15.1466,4.0991,0.3585,2812.8517,11.6234,362058399.0000,1496109.0868,5483962770.0400,22661003.1820,0.0000,16.1550
873339.BJ,恒太照明,5.3904,-4.0573,0.0529,390.6445,1.6142,243345332.0000,1005559.2231,1311731484.7700,5420378.0362,0.0000,7.9986
873527.BJ,夜光明,8.7992,1.6393,0.0679,574.5330,2.3741,153008907.0000,632268.2107,1346359555.3900,5563469.2371,0.0000,13.6952
873570.BJ,坤博精工,51.4605,20.9446,1.2083,2494.2617,14.3348,207382662.0000,1191854.3793,10672024885.4300,61333476.3530,0.0000,-58.3673
873576.BJ,天力复合,21.4077,-6.3555,0.0932,1007.3582,4.1626,311152971.0000,1285756.0785,6661063541.2600,27525055.9556,0.0000,5.7004
873593.BJ,鼎智科技,36.7435,-81.8345,-0.1459,1491.8131,6.1645,590938053.0000,2441892.7810,21713142284.6500,89723728.4490,0.0000,-69.7786
873665.BJ,科强股份,8.8572,24.6815,0.2481,1299.0053,6.1857,438038350.0000,2085896.9048,3879781290.6200,18475149.0030,0.0000,34.0291
873679.BJ,前进科技,20.1753,-16.6548,0.1011,1852.1719,10.1212,243862240.0000,1332580.5464,4919982190.5100,26885148.5820,0.0000,-41.1348
873690.BJ,捷众科技,15.7022,19.7002,0.5563,1113.8234,7.7349,205871337.0000,1429662.0625,3232638856.9700,22448880.9512,0.0000,-44.5003
873693.BJ,阿为特,34.5331,252.2013,4.8899,2387.5905,12.3709,410057690.0000,2124651.2435,14160545663.0000,73370702.9171,0.0000,-63.0667
873703.BJ,广厦环能,30.1962,-33.8593,0.1696,1337.9067,8.0597,243385706.0000,1466178.9518,7349323331.9900,44273032.1204,0.0000,-59.2702
873706.BJ,铁拓机械,12.3310,28.2511,0.8120,995.6666,9.4825,211155842.0000,2011008.0190,2603771338.9300,24797822.2755,0.0000,-40.5404
873726.BJ,卓兆点胶,29.6307,-38.5000,-0.0964,1423.0577,7.1510,251374459.0000,1263188.2362,7448393645.4600,37429113.7963,0.0000,-25.7135
873806.BJ,云星宇,9.9736,75.5940,0.9999,2097.1555,14.9797,1601563770.0000,11439741.2143,15973363598.2300,114095454.2731,0.0000,-33.2160
873833.BJ,美心翼申,12.9449,-21.4000,0.0544,895.2267,4.8391,250826107.0000,1355816.7946,3246907229.2800,17550849.8880,0.0000,-46.5906
920002.BJ,万达轴承,58.1110,124.2044,3.8991,1367.9532,26.8226,64977776.0000,1274074.0392,3775924259.0400,74037730.5694,0.0000,-24.1749
600000.SH,浦发银行,7.4804,14.9596,0.0776,30.1254,0.1245,8842460106.0000,36539091.3471,66145305219.0000,273327707.5165,0.0000,27.0154
600004.SH,白云机场,10.4413,-34.8158,-0.1623,166.1856,0.6867,3933144850.0000,16252664.6694,41067099332.0000,169698757.5703,0.0000,-22.7600
600006.SH,东风股份,6.9689,12.6246,0.0992,654.9755,2.7065,13099509478.0000,54130204.4545,91289578163.0000,377229661.8306,0.0000,24.6805
600007.SH,中国国贸,21.0351,8.7834,0.0720,55.1809,0.2280,555827109.0000,2296806.2355,11691903304.0000,48313650.0165,0.0000,20.8393
600008.SH,首创环保,2.8259,-3.0100,0.0076,171.9804,0.7107,12624380230.0000,52166860.4545,35674652364.0000,147415918.8595,0.0000,9.0458
600009.SH,上海机场,36.1408,-28.9149,-0.1288,129.0163,0.5331,2486089899.0000,10273098.7562,89849275451.0000,371277997.7314,0.0000,-16.8590
600010.SH,包钢股份,1.5730,-23.4043,-0.1003,159.7968,0.6603,50331404461.0000,207981010.1694,79170986024.0000,327152834.8099,0.0000,-11.3484
600011.SH,华能国际,8.5489,-16.4027,-0.0488,121.5652,0.5023,13369392131.0000,55245422.0289,114293395092.0000,472286756.5785,0.0000,-4.3468
600012.SH,皖通高速,12.4555,44.5759,0.1896,137.0259,0.5662,1597174411.0000,6599894.2603,19893683546.0000,82205303.9091,0.0000,56.6318
600015.SH,华夏银行,6.1522,7.4783,0.0596,59.4409,0.2456,8545861684.0000,35313478.0331,52575694851.0000,217254937.4008,0.0000,19.5341
600016.SH,民生银行,3.8450,-14.4279,-0.0348,69.9873,0.2892,24818979763.0000,102557767.6157,95428509783.0000,394332685.0537,0.0000,-2.3720
600017.SH,日照港,2.8352,-7.8431,-0.0176,205.2609,0.8482,6313114619.0000,26087250.4917,17898803691.0000,73961998.7231,0.0000,4.2127
600018.SH,上港集团,5.4822,14.8855,0.0762,24.8836,0.1028,5766452259.0000,23828315.1198,31612802409.0000,130631414.9132,0.0000,26.9414
600019.SH,宝钢股份,6.4545,-1.0903,0.0265,81.2004,0.3355,17748712093.0000,73341785.5083,114559246890.0000,473385317.7273,0.0000,10.9655
600020.SH,中原高速,3.6431,0.2674,0.0294,132.3595,0.5469,2974610292.0000,12291778.0661,10836736455.0000,44779902.7066,0.0000,12.3233
600021.SH,上海电力,9.2269,-11.2550,-0.0300,276.9863,1.1446,7249187473.0000,29955320.1364,66887779510.0000,276395783.0992,0.0000,0.8009
600022.SH,山东钢铁,1.3534,-16.1290,-0.0629,105.9182,0.4377,11332028991.0000,46826566.0785,15337209878.0000,63376900.3223,0.0000,-4.0732
600023.SH,浙能电力,5.6408,37.5267,0.1628,98.2819,0.4061,13178358708.0000,54456027.7190,74335876639.0000,307173043.9628,0.0000,49.5825
600025.SH,华能水电,9.2214,59.3838,0.2070,37.2852,0.1541,6711332523.0000,27732779.0207,61887804694.0000,255734730.1405,0.0000,71.4396
600026.SH,中远海能,14.4511,-0.8214,0.0412,178.1943,0.7363,6191853500.0000,25586171.4876,89478802732.0000,369747118.7273,0.0000,11.2345
600027.SH,华电国际,5.9518,-2.3091,0.0219,199.3415,0.8592,16964612411.0000,73123329.3578,100970383657.0000,435217170.9353,0.0000,9.7468
600028.SH,中国石化,6.0583,5.8065,0.0558,35.1876,0.1454,33434629323.0000,138159625.3016,202556654718.0000,837010969.9091,0.0000,17.8623
600029.SH,南方航空,5.9087,-17.3789,-0.0687,72.1836,0.2983,9148070024.0000,37801942.2479,54052998317.0000,223359497.1777,0.0000,-5.3230
600030.SH,中信证券,20.6547,-25.0397,-0.0993,180.9695,0.7478,20570235693.0000,85000973.9380,424871113766.0000,1755665759.3636,0.0000,-12.9838
600031.SH,三一重工,15.0756,-6.6061,-0.0086,151.5824,0.6264,12830264810.0000,53017623.1818,193423670266.0000,799271364.7355,0.0000,5.4498
600032.SH,浙江新能,7.9478,-37.7093,-0.1701,346.2844,1.4309,2023317191.0000,8360814.8388,16080855188.0000,66449814.8264,0.0000,-25.6534
600033.SH,福建高速,3.3363,13.4796,0.0756,201.3237,0.8319,5525128511.0000,22831109.5496,18433662771.0000,76172160.2107,0.0000,25.5355
600035.SH,楚天高速,4.0994,8.2294,0.0634,244.3049,1.0095,3933592667.0000,16254515.1529,16125536785.0000,66634449.5248,0.0000,20.2853
600036.SH,招商银行,31.9272,-5.3017,0.0095,72.6989,0.3004,14997006928.0000,61971103.0083,478813157026.0000,1978566764.5702,0.0000,6.7542
600037.SH,歌华有线,7.2138,-29.5159,-0.1249,189.3157,0.7823,2634854558.0000,10887828.7521,19007364844.0000,78542829.9339,0.0000,-17.4601
600038.SH,中直股份,39.8785,1.1321,0.0259,244.0205,1.0083,1438444139.0000,5943984.0455,57362939649.0000,237036940.6984,0.0000,13.1879
600039.SH,四川路桥,7.8254,-34.6960,-0.1340,94.0610,0.3887,6265878022.0000,25892057.9421,49033116079.0000,202616182.1446,0.0000,-22.6401
600048.SH,保利发展,10.0617,-39.4904,-0.1607,207.4499,0.8572,24832668331.0000,102614331.9463,249859059708.0000,1032475453.3388,0.0000,-27.4346
600050.SH,中国联通,4.7167,-15.0376,-0.0435,158.4471,0.6547,49064183545.0000,202744560.1033,231420117952.0000,956281479.1405,0.0000,-2.9817
600051.SH,宁波联合,6.4568,-30.7087,-0.1171,255.3383,1.0551,793795825.0000,3280148.0372,5125381427.0000,21179262.0950,0.0000,-18.6528
600052.SH,东望时代,4.3850,-22.3361,-0.0563,285.3102,1.1790,2408573819.0000,9952784.3760,10561618510.0000,43643051.6942,0.0000,-10.2802
600053.SH,九鼎投资,15.7878,-11.8833,0.0252,543.2345,2.2448,2355143397.0000,9731997.5083,37182494940.0000,153646673.3058,0.0000,0.1726
600054.SH,黄山旅游,11.9491,-15.7974,-0.0443,337.1683,1.3933,1730684760.0000,7151589.9174,20680109425.0000,85454997.6240,0.0000,-3.7416
600055.SH,万东医疗,15.4841,-32.9268,-0.1365,185.8749,0.7681,1005241428.0000,4153890.1983,15565275018.0000,64319318.2562,0.0000,-20.8710
600056.SH,中国医药,11.5854,-20.3927,-0.0732,211.2103,0.8728,3158336066.0000,13050975.4793,36590443919.0000,151200181.4835,0.0000,-8.3369
600057.SH,厦门象屿,6.7015,-35.7320,-0.1482,168.2876,0.6954,3637839153.0000,15032393.1942,24379149104.0000,100740285.5537,0.0000,-23.6761
600058.SH,五矿发展,8.4807,-37.7114,-0.1790,97.7813,0.4041,1048128522.0000,4331109.5950,8888859433.0000,36730824.1033,0.0000,-25.6556
600059.SH,古越龙山,9.1098,-24.9091,-0.0983,223.5928,0.9239,2038143641.0000,8422081.1612,18566983699.0000,76723073.1364,0.0000,-12.8532
600060.SH,海信视像,23.2127,-19.3887,-0.0483,143.6885,0.5938,1852261763.0000,7653974.2273,42995972402.0000,177669307.4463,0.0000,-7.3328
600061.SH,国投资本,6.6624,-29.7924,-0.1278,95.3567,0.3940,6126962191.0000,25318025.5826,40820475834.0000,168679652.2066,0.0000,-17.7366
600062.SH,华润双鹤,18.7232,13.4906,0.0805,294.1100,1.2153,3008360795.0000,12431242.9545,56326015728.0000,232752131.1074,0.0000,25.5465
600063.SH,皖维高新,4.2201,-36.7837,-0.1629,175.4715,0.7251,3379396937.0000,13964450.1529,14261261595.0000,58930833.0372,0.0000,-24.7279
600064.SH,南京高科,6.2862,-10.5030,-0.0193,196.1643,0.8106,3394308013.0000,14026066.1694,21337411726.0000,88171122.8347,0.0000,1.5529
600066.SH,宇通客车,19.2105,54.9392,0.2337,239.8510,0.9911,5310156028.0000,21942793.5041,102010786222.0000,421532174.4711,0.0000,66.9951
600067.SH,冠城大通,2.2222,-35.2349,-0.1358,328.2480,1.3564,4568124623.0000,18876548.0289,10151447067.0000,41948128.3760,0.0000,-23.1790
600070.SH,*ST富润,2.0003,-53.7931,-0.2723,337.5561,1.4006,1710483525.0000,7097442.0124,3421446918.0000,14196875.1784,0.0000,-41.7372
600071.SH,凤凰光学,20.1203,-20.8909,-0.0452,507.6687,2.0978,1429462384.0000,5906869.3554,28761259337.0000,118848179.0785,0.0000,-8.8351
600072.SH,中船科技,17.5165,-44.1190,-0.2090,612.1674,2.5296,4507081923.0000,18624305.4669,78948252292.0000,326232447.4876,0.0000,-32.0631
600073.SH,光明肉业,6.5869,-25.7982,-0.1051,227.3363,0.9394,2131799544.0000,8809089.0248,14042001340.0000,58024798.9256,0.0000,-13.7423
600075.SH,新疆天业,4.2470,-21.8107,-0.0832,146.7155,0.6063,2268532022.0000,9374099.2645,9634465185.0000,39811839.6074,0.0000,-9.7548
600076.SH,康欣新材,2.0600,-46.0145,-0.2028,259.6478,1.0729,3167215692.0000,13087668.1488,6524415653.0000,26960395.2603,0.0000,-33.9586
600078.SH,澄星股份,7.1008,-42.5579,-0.1917,230.2269,0.9553,1525421008.0000,6329547.7510,10831730064.0000,44944938.0249,0.0000,-30.5020
600079.SH,人福医药,21.4948,-10.6554,-0.0100,252.0756,1.0416,3825682476.0000,15808605.2727,82232171870.0000,339802363.0992,0.0000,1.4005
600080.SH,金花股份,7.0291,-13.1973,-0.0313,216.4338,0.8944,807883028.0000,3338359.6198,5678696528.0000,23465688.1322,0.0000,-1.1414
600081.SH,东风科技,10.7417,-20.2791,-0.0570,373.5445,1.5436,1648461454.0000,6811824.1901,17707278817.0000,73170573.6240,0.0000,-8.2232
600082.SH,海泰发展,2.8708,-41.7614,-0.1802,452.8951,1.8715,2872874153.0000,11871380.7975,8247327530.0000,34079865.8264,0.0000,-29.7055
600083.SH,*ST博信,6.5186,-67.6796,-0.3531,1335.3895,5.5410,3044599033.0000,12633191.0083,19846631842.0000,82351169.4689,0.0000,-55.6237
600084.SH,中信尼雅,6.2364,-38.4709,-0.1603,92.4123,0.3819,1038461776.0000,4291164.3636,6476289172.0000,26761525.5041,0.0000,-26.4150
600085.SH,同仁堂,45.6851,-35.2682,-0.1572,165.0293,0.6819,2263327332.0000,9352592.2810,103400353250.0000,427274186.9835,0.0000,-23.2124
600088.SH,中视传媒,19.0912,4.0288,0.0935,1062.1037,4.3889,4224054274.0000,17454769.7273,80642390430.0000,333233018.3058,0.0000,16.0847
600089.SH,特变电工,14.5321,-19.2961,-0.0722,175.8039,0.7265,8882620160.0000,36705041.9835,129083127769.0000,533401354.4174,0.0000,-7.2402
600094.SH,大名城,3.5725,-6.2842,0.0157,310.5043,1.2831,7068957343.0000,29210567.5331,25254065839.0000,104355643.9628,0.0000,5.7717
600095.SH,湘财股份,7.6930,-34.9385,-0.1531,251.3773,1.0387,7187327704.0000,29699701.2562,55291904940.0000,228478946.0331,0.0000,-22.8827
600096.SH,云天化,18.6403,8.3562,0.0690,312.2733,1.2904,5642819590.0000,23317436.3223,105183684760.0000,434643325.4546,0.0000,20.4121
600097.SH,开创国际,9.5444,-18.7247,-0.0290,503.8357,2.0820,1213924283.0000,5016216.0455,11586123028.0000,47876541.4380,0.0000,-6.6688
600098.SH,广州发展,6.1180,-1.9169,0.0190,126.9210,0.5245,4434375107.0000,18323864.0785,27129370529.0000,112104836.8967,0.0000,10.1389
